,support,itemsets
18838,0.0003393601117804,"frozenset({31547, 39267})"
18839,0.0002491543992081,"frozenset({31547, 8420})"
18840,0.0002214705770739,"frozenset({31547, 15286})"
18841,0.0002563086453777,"frozenset({31547, 4917})"
18842,0.0002441775323076,"frozenset({31547, 16755})"
18843,0.0002634628915472,"frozenset({39920, 31547})"
18844,0.0003017225558451,"frozenset({31547, 27515})"
18845,0.0003225631859911,"frozenset({30385, 31547})"
18846,0.0002112057890915,"frozenset({35945, 31547})"
18862,0.0002727945169857,"frozenset({41536, 26204})"
18863,0.0002320464192375,"frozenset({41536, 47198})"
18864,0.0003602007419264,"frozenset({41536, 22931})"
18865,0.0003502470081253,"frozenset({41536, 13172})"
18866,0.0003017225558451,"frozenset({41536, 24960})"
18867,0.0003539796583007,"frozenset({41536, 21899})"
18868,0.0002354680152317,"frozenset({41536, 47755})"
18869,0.0002130721141792,"frozenset({41536, 47615})"
18870,0.0002171158185359,"frozenset({41536, 44998})"
18871,0.0003944167018676,"frozenset({41536, 24848})"
18872,0.0002177379268985,"frozenset({41536, 21133})"
18873,0.0002074731389161,"frozenset({24848, 12019})"
18874,0.0007683038277705,"frozenset({24848, 4469})"
18875,0.0002503986159333,"frozenset({4469, 47615})"
18876,0.0004756018431826,"frozenset({4469, 21133})"
18877,0.0005636301764859,"frozenset({21899, 4469})"
18878,0.0002196042519862,"frozenset({22931, 4469})"
18879,0.0002130721141792,"frozenset({4469, 44998})"
18880,0.0003592675793825,"frozenset({47755, 4469})"
18881,0.0007627048525074,"frozenset({13172, 4469})"
18882,0.0002979899056697,"frozenset({27960, 4469})"
18883,0.0004886661187965,"frozenset({4469, 47198})"
18884,0.0002600412955531,"frozenset({26204, 4469})"
18885,0.0002012520552905,"frozenset({8273, 4469})"
18886,0.0002161826559921,"frozenset({5873, 4469})"
18887,0.0002280027148808,"frozenset({24834, 4469})"
18888,0.0004945761482409,"frozenset({24848, 39100})"
18889,0.0005141725616618,"frozenset({39100, 13172})"
18890,0.0002513317784771,"frozenset({39100, 47198})"
18891,0.0003259847819852,"frozenset({39100, 21133})"
18892,0.0002052957596471,"frozenset({21899, 39100})"
18893,0.0002202263603488,"frozenset({47198, 5511})"
18894,0.000224892173068,"frozenset({21133, 5511})"
18895,0.0003402932743242,"frozenset({13172, 5511})"
18896,0.0005182162660185,"frozenset({11755, 6181})"
18897,0.0004612933508436,"frozenset({21569, 11755})"
18898,0.0003247405652601,"frozenset({12337, 11755})"
18899,0.0004603601882997,"frozenset({11755, 13172})"
18900,0.0003160310481841,"frozenset({43344, 11755})"
18901,0.0002420001530386,"frozenset({11755, 31645})"
18902,0.0003119873438274,"frozenset({11755, 195})"
18903,0.0003315837572483,"frozenset({16793, 11755})"
18904,0.0004090362483879,"frozenset({11755, 35555})"
18905,0.000329095323798,"frozenset({11755, 37702})"
18906,0.0003259847819852,"frozenset({38920, 11755})"
18907,0.0002196042519862,"frozenset({13571, 11755})"
18908,0.0005076404238548,"frozenset({46656, 26364})"
18915,0.0005455890339714,"frozenset({5873, 26364})"
18916,0.0004678254886505,"frozenset({21612, 26364})"
18917,0.0003878845640606,"frozenset({26364, 48668})"
18919,0.0003888177266045,"frozenset({26364, 39869})"
18920,0.0003835298055227,"frozenset({26364, 22821})"
18921,0.0002740387337108,"frozenset({42760, 26364})"
18922,0.0004043704356687,"frozenset({26364, 19053})"
18926,0.0004665812719254,"frozenset({39267, 26364})"
18927,0.000412457844382,"frozenset({42257, 26364})"
18928,0.00035864547102,"frozenset({35945, 26364})"
18929,0.0002628407831846,"frozenset({26364, 33725})"
18930,0.0002149384392669,"frozenset({26364, 24485})"
18931,0.0002034294345594,"frozenset({34352, 26364})"
18935,0.0004348537454345,"frozenset({8273, 26364})"
18936,0.0002289358774247,"frozenset({27081, 26364})"
18937,0.0003328279739734,"frozenset({4602, 26364})"
18938,0.0002986120140322,"frozenset({28836, 26364})"
18939,0.0002945683096755,"frozenset({26364, 5447})"
18940,0.0002718613544418,"frozenset({26364, 25885})"
18941,0.0002578639162841,"frozenset({26364, 22031})"
18944,0.0006588127559587,"frozenset({26364, 21934})"
18945,0.0004917766606094,"frozenset({26364, 44350})"
18946,0.000352113333213,"frozenset({8170, 26364})"
18947,0.0002930130387691,"frozenset({19656, 26364})"
18948,0.0002155605476295,"frozenset({26364, 20991})"
18950,0.0004849334686211,"frozenset({10745, 26364})"
18951,0.0002491543992081,"frozenset({43114, 26364})"
18952,0.0002186710894423,"frozenset({38681, 26364})"
18953,0.0002650181624536,"frozenset({27515, 26364})"
18954,0.0002012520552905,"frozenset({26364, 34237})"
18956,0.0003909951058735,"frozenset({46968, 26364})"
18957,0.0005371905710768,"frozenset({34120, 26364})"
18958,0.0004432522083291,"frozenset({16793, 26364})"
18959,0.0003272289987103,"frozenset({26364, 28198})"
18960,0.00022053741453,"frozenset({49224, 26364})"
18961,0.0002892803885937,"frozenset({43952, 26364})"
18962,0.0003925503767799,"frozenset({39920, 26364})"
18963,0.0002706171377167,"frozenset({26364, 26599})"
18964,0.0003110541812836,"frozenset({24180, 26364})"
18965,0.0002447996406702,"frozenset({26364, 18461})"
18966,0.0003514912248504,"frozenset({26364, 41212})"
18967,0.0005455890339714,"frozenset({26364, 17790})"
18968,0.0004877329562527,"frozenset({28979, 26364})"
18969,0.0003350053532424,"frozenset({26364, 4917})"
18970,0.0005875813484447,"frozenset({27099, 26364})"
18971,0.0003129205063713,"frozenset({26364, 27151})"
18972,0.0002211595228926,"frozenset({4796, 26364})"
18973,0.0003185194816344,"frozenset({30483, 26364})"
18974,0.0003163421023654,"frozenset({19674, 26364})"
18975,0.0002136942225418,"frozenset({26364, 31500})"
18976,0.0002189821436236,"frozenset({26364, 15286})"
18977,0.0002703060835354,"frozenset({45057, 26364})"
18978,0.0002364011777755,"frozenset({26364, 8420})"
18979,0.0004460516959607,"frozenset({40698, 26364})"
18980,0.0002836814133306,"frozenset({9835, 26364})"
18981,0.0003673549880959,"frozenset({26364, 20110})"
18982,0.0002304911483311,"frozenset({26364, 44133})"
18983,0.0002236479563429,"frozenset({5074, 26364})"
18984,0.0002286248232434,"frozenset({16755, 26364})"
18985,0.0004712470846446,"frozenset({26364, 37639})"
18986,0.0002475991283017,"frozenset({40596, 26364})"
19025,0.0002849256300557,"frozenset({5873, 12452})"
19026,0.0002839924675119,"frozenset({12452, 26204})"
19029,0.0005446558714276,"frozenset({21899, 12452})"
19031,0.0003374937866927,"frozenset({24960, 12452})"
19032,0.0002964346347632,"frozenset({12452, 44998})"
19033,0.0003135426147338,"frozenset({12452, 27839})"
19034,0.0002948793638568,"frozenset({47755, 12452})"
19035,0.000227069552337,"frozenset({12452, 47615})"
19036,0.0002074731389161,"frozenset({12452, 41942})"
19037,0.0002143163309044,"frozenset({12452, 19053})"
19038,0.0003085657478333,"frozenset({8273, 12452})"
19039,0.0004463627501419,"frozenset({24848, 12452})"
19040,0.0004289437159901,"frozenset({27960, 12452})"
19041,0.0002136942225418,"frozenset({12452, 44350})"
19042,0.0002003188927466,"frozenset({10745, 12452})"
19043,0.0004249000116334,"frozenset({22931, 12452})"
19044,0.0002883472260499,"frozenset({30385, 12452})"
19045,0.0002143163309044,"frozenset({40698, 12452})"
19046,0.0002031183803782,"frozenset({39267, 12452})"
19049,0.0002311132566937,"frozenset({22931, 15388})"
19050,0.0004009488396745,"frozenset({24848, 15388})"
19051,0.0002301800941498,"frozenset({47755, 15388})"
19052,0.000548388521603,"frozenset({13172, 15388})"
19053,0.0002245811188867,"frozenset({15388, 26204})"
19054,0.0002519538868397,"frozenset({24960, 15388})"
19055,0.0002662623791787,"frozenset({15388, 27839})"
19056,0.0003713986924526,"frozenset({21899, 15388})"
19057,0.0002037404887407,"frozenset({15388, 47615})"
19058,0.0003969051353179,"frozenset({15388, 21133})"
19059,0.0003518022790317,"frozenset({15388, 47198})"
19060,0.0002009410011092,"frozenset({27960, 15388})"
19061,0.0002006299469279,"frozenset({15388, 44350})"
19062,0.0003539796583007,"frozenset({17898, 13172})"
19063,0.0002161826559921,"frozenset({24848, 17898})"
19064,0.0003462033037686,"frozenset({17898, 21899})"
19065,0.0003614449586515,"frozenset({22931, 11132})"
19066,0.000354290712482,"frozenset({24848, 11132})"
19067,0.000308254693652,"frozenset({11132, 13172})"
19068,0.0003175863190905,"frozenset({21899, 11132})"
19069,0.0002572418079215,"frozenset({11132, 47615})"
19070,0.0002276916606996,"frozenset({11132, 47198})"
19071,0.0002348459068691,"frozenset({47755, 11132})"
19072,0.0002298690399685,"frozenset({11132, 26204})"
19073,0.0002936351471317,"frozenset({24960, 11132})"
19074,0.0002180489810798,"frozenset({11132, 21133})"
19075,0.0002124500058167,"frozenset({45672, 21133})"
19076,0.000337804840874,"frozenset({45672, 24848})"
19077,0.0002348459068691,"frozenset({45672, 13172})"
19078,0.0002510207242958,"frozenset({27242, 13172})"
19079,0.0002796377089739,"frozenset({24848, 27242})"
19080,0.0002127610599979,"frozenset({21133, 7711})"
19081,0.0002074731389161,"frozenset({47198, 7711})"
19082,0.000262218674822,"frozenset({13172, 7711})"
19083,0.0002771492755237,"frozenset({24848, 7711})"
19096,0.0007630159066887,"frozenset({21612, 44623})"
19109,0.0006927176617186,"frozenset({49224, 21612})"
19253,0.0002423112072199,"frozenset({39267, 25134})"
19255,0.0002009410011092,"frozenset({10745, 25134})"
19257,0.0003004783391199,"frozenset({47755, 25134})"
19258,0.0002373343403194,"frozenset({30385, 25134})"
19259,0.0002118278974541,"frozenset({40698, 25134})"
19260,0.000550565900872,"frozenset({25134, 27839})"
19261,0.0002283137690621,"frozenset({25134, 47615})"
19263,0.0002625297290033,"frozenset({5873, 25134})"
19264,0.0002373343403194,"frozenset({26204, 25134})"
19265,0.0003004783391199,"frozenset({22931, 25134})"
19267,0.0004756018431826,"frozenset({24848, 25134})"
19268,0.0002096505181851,"frozenset({19053, 25134})"
19269,0.000252264941021,"frozenset({25134, 22031})"
19270,0.0002861698467809,"frozenset({25134, 44998})"
19272,0.000270928191898,"frozenset({24960, 25134})"
19273,0.0002242700647054,"frozenset({8273, 25134})"
19278,0.0003194526441782,"frozenset({21899, 45637})"
19279,0.0003042109892953,"frozenset({13172, 45637})"
19280,0.0002102726265477,"frozenset({47755, 45637})"
19281,0.0002634628915472,"frozenset({45637, 21133})"
19282,0.0004886661187965,"frozenset({24848, 45637})"
19283,0.0002015631094717,"frozenset({45637, 47615})"
19284,0.0005356353001703,"frozenset({24848, 5956})"
19285,0.0003085657478333,"frozenset({13172, 5956})"
19286,0.0002447996406702,"frozenset({21899, 5956})"
19287,0.000285236684237,"frozenset({5956, 21133})"
19288,0.0002385785570445,"frozenset({5956, 27839})"
19289,0.0002108947349102,"frozenset({47755, 5956})"
19290,0.0002420001530386,"frozenset({5956, 20341})"
19291,0.0003054552060205,"frozenset({2360, 16961})"
19292,0.0002880361718686,"frozenset({2360, 24848})"
19293,0.0002034294345594,"frozenset({2360, 21899})"
19294,0.0003150978856403,"frozenset({43880, 24848})"
19295,0.0008302036098459,"frozenset({24848, 38988})"
19296,0.0002783934922488,"frozenset({38988, 49671})"
19297,0.0002989230682135,"frozenset({16793, 38988})"
19298,0.0002180489810798,"frozenset({38988, 47615})"
19299,0.0002591081330092,"frozenset({47755, 38988})"
19300,0.0002124500058167,"frozenset({38988, 21133})"
19301,0.000210583680729,"frozenset({38988, 26204})"
19302,0.0002301800941498,"frozenset({21899, 38988})"
19303,0.0002077841930974,"frozenset({24848, 14155})"
19304,0.0002724834628044,"frozenset({24848, 39836})"
19317,0.0004840003060773,"frozenset({8273, 28198})"
19437,0.0006992497995255,"frozenset({8273, 24180})"
19446,0.000291768822044,"frozenset({43344, 24180})"
19457,0.0007975429208112,"frozenset({34120, 24180})"
19461,0.0005007972318666,"frozenset({24180, 26599})"
19462,0.0005493216841468,"frozenset({24180, 19053})"
19469,0.0005359463543516,"frozenset({24180, 44623})"
19471,0.0004165015487387,"frozenset({9072, 24180})"
19475,0.0005051519904046,"frozenset({39267, 24180})"
19477,0.0005353242459891,"frozenset({27081, 24180})"
19479,0.0002531981035648,"frozenset({19656, 24180})"
19480,0.0004690697053757,"frozenset({5074, 24180})"
19481,0.0004995530151414,"frozenset({24180, 22031})"
19482,0.0005381237336206,"frozenset({24180, 39869})"
19483,0.000414635223651,"frozenset({35945, 24180})"
19484,0.0004074809774815,"frozenset({49224, 24180})"
19617,0.0006364168549062,"frozenset({30385, 15286})"
19619,0.0005701623142928,"frozenset({8273, 15286})"
19621,0.0008037640044368,"frozenset({10745, 15286})"
19622,0.0003913061600547,"frozenset({15286, 44623})"
19625,0.000529725270726,"frozenset({21612, 15286})"
19633,0.0005091956947612,"frozenset({25885, 15286})"
19635,0.0003462033037686,"frozenset({39920, 15286})"
19636,0.0006538358890581,"frozenset({27099, 15286})"
19637,0.0003853961306104,"frozenset({5873, 15286})"
19638,0.0002619076206408,"frozenset({15286, 35215})"
19641,0.0005256815663693,"frozenset({15286, 17790})"
19642,0.0004824450351708,"frozenset({15286, 41942})"
19644,0.0004687586511944,"frozenset({29481, 15286})"
19647,0.0003014115016638,"frozenset({15286, 22031})"
19648,0.0002252032272493,"frozenset({27339, 15286})"
19649,0.0003449590870435,"frozenset({15286, 26599})"
19650,0.0007340878678293,"frozenset({24960, 15286})"
19651,0.0005393679503457,"frozenset({15286, 31711})"
19652,0.0003953498644114,"frozenset({9072, 15286})"
19653,0.0003262958361665,"frozenset({15286, 5447})"
19654,0.0005658075557549,"frozenset({39267, 15286})"
19655,0.0003228742401723,"frozenset({49224, 15286})"
19656,0.0003962830269553,"frozenset({19053, 15286})"
19658,0.0002799487631552,"frozenset({8170, 15286})"
19660,0.0007076482624202,"frozenset({8514, 15286})"
19662,0.0004494732919548,"frozenset({15286, 37639})"
19663,0.0005104399114864,"frozenset({15286, 44350})"
19664,0.0004560054297617,"frozenset({48668, 15286})"
19665,0.0003813524262537,"frozenset({34120, 15286})"
19666,0.0003119873438274,"frozenset({33725, 15286})"
19668,0.0003113652354649,"frozenset({22821, 15286})"
19669,0.0002308022025124,"frozenset({11516, 15286})"
19670,0.000354290712482,"frozenset({5074, 15286})"
19671,0.0006373500174501,"frozenset({15286, 20110})"
19672,0.0005340800292639,"frozenset({28979, 15286})"
19673,0.0002976788514884,"frozenset({27081, 15286})"
19674,0.0002563086453777,"frozenset({27515, 15286})"
19675,0.0003891287807858,"frozenset({39869, 15286})"
19677,0.0002992341223948,"frozenset({43344, 15286})"
19678,0.0002298690399685,"frozenset({24834, 15286})"
19679,0.0003138536689151,"frozenset({31500, 15286})"
19681,0.0005701623142928,"frozenset({28836, 15286})"
19682,0.0004043704356687,"frozenset({43952, 15286})"
19683,0.0002936351471317,"frozenset({46656, 15286})"
19684,0.0002699950293541,"frozenset({18461, 15286})"
19685,0.0002438664781263,"frozenset({35945, 15286})"
19686,0.0004889771729778,"frozenset({30483, 15286})"
19739,0.0006588127559587,"frozenset({22931, 2294})"
19740,0.0004304989868965,"frozenset({34963, 2294})"
19741,0.0003636223379205,"frozenset({30385, 2294})"
19742,0.0003402932743242,"frozenset({8273, 2294})"
19744,0.0005200825911062,"frozenset({2294, 27839})"
19745,0.0002799487631552,"frozenset({2294, 26599})"
19747,0.0004846224144398,"frozenset({4917, 2294})"
19748,0.0004298768785339,"frozenset({8420, 2294})"
19750,0.0005518101175971,"frozenset({46968, 2294})"
19752,0.0004662702177441,"frozenset({21612, 2294})"
19753,0.0004721802471885,"frozenset({2294, 20110})"
19754,0.0004199231447328,"frozenset({2294, 28198})"
19758,0.0005060851529484,"frozenset({27960, 2294})"
19759,0.0004522727795863,"frozenset({44133, 2294})"
19760,0.0002441775323076,"frozenset({34352, 2294})"
19763,0.000231424310875,"frozenset({38285, 2294})"
19764,0.0004566275381243,"frozenset({2294, 17790})"
19765,0.0003166531565467,"frozenset({28843, 2294})"
19766,0.0002650181624536,"frozenset({2294, 44623})"
19767,0.0002485322908456,"frozenset({2294, 5447})"
19770,0.0005720286393805,"frozenset({10745, 2294})"
19771,0.0003322058656109,"frozenset({34120, 2294})"
19772,0.0003113652354649,"frozenset({43952, 2294})"
19773,0.0002815040340616,"frozenset({2294, 37639})"
19774,0.0002488433450268,"frozenset({39920, 2294})"
19775,0.0002354680152317,"frozenset({31500, 2294})"
19777,0.000423344740727,"frozenset({2294, 31711})"
19778,0.0004093473025692,"frozenset({28979, 2294})"
19779,0.0002108947349102,"frozenset({42577, 2294})"
19780,0.0002024962720156,"frozenset({22821, 2294})"
19781,0.0004513396170425,"frozenset({25885, 2294})"
19782,0.0002155605476295,"frozenset({14988, 2294})"
19784,0.0002475991283017,"frozenset({41779, 2294})"
19785,0.0002488433450268,"frozenset({19053, 2294})"
19786,0.0004438743166917,"frozenset({30483, 2294})"
19787,0.0002727945169857,"frozenset({39869, 2294})"
19788,0.0002463549115766,"frozenset({46656, 2294})"
19789,0.0004224115781831,"frozenset({27099, 2294})"
19790,0.0006389052883565,"frozenset({8514, 2294})"
19791,0.0006765428442918,"frozenset({24960, 2294})"
19792,0.0005810492106378,"frozenset({40698, 2294})"
19793,0.000347758574675,"frozenset({48668, 2294})"
19794,0.0004252110658147,"frozenset({28836, 2294})"
19795,0.0002255142814306,"frozenset({2294, 5022})"
19796,0.0002914577678627,"frozenset({29481, 2294})"
19797,0.0003001672849386,"frozenset({40596, 2294})"
19798,0.0005300363249072,"frozenset({42257, 2294})"
19799,0.0003804192637098,"frozenset({2294, 44350})"
19800,0.0003266068903478,"frozenset({2294, 41942})"
19801,0.0002332906359627,"frozenset({4796, 2294})"
19802,0.0002796377089739,"frozenset({2294, 46895})"
19803,0.0002071620847348,"frozenset({18461, 2294})"
19804,0.0002519538868397,"frozenset({2294, 27151})"
19805,0.0002787045464301,"frozenset({5873, 2294})"
19806,0.0002401338279509,"frozenset({9072, 2294})"
19807,0.0003412264368681,"frozenset({39267, 2294})"
19808,0.0002410669904948,"frozenset({43344, 2294})"
19809,0.0002640849999097,"frozenset({33725, 2294})"
19810,0.0002164937101734,"frozenset({42728, 2294})"
